Enter number of seminars [22]: 
Enter quotas for 22 seminars: 16
(352, 352)
(0, 19) -> 0
(1, 11) -> 0
(2, 11) -> 0
(3, 7) -> 0
(4, 22) -> 0
(5, 6) -> 0
(6, 15) -> 0
(7, 16) -> 0
(8, 20) -> 0
(9, 10) -> 0
(10, 13) -> 0
(11, 18) -> 0
(12, 14) -> 0
(13, 11) -> 0
(14, 22) -> 0
(15, 7) -> 0
(16, 2) -> 0
(17, 13) -> 1
(18, 3) -> 0
(19, 2) -> 0
(20, 11) -> 0
(21, 21) -> 0
(22, 16) -> 0
(23, 3) -> 0
(24, 8) -> 1
(25, 7) -> 0
(26, 21) -> 0
(27, 1) -> 0
(28, 13) -> 0
(29, 12) -> 0
(30, 13) -> 0
(31, 5) -> 0
(32, 17) -> 0
(33, 3) -> 0
(34, 3) -> 0
(35, 22) -> 0
(36, 17) -> 0
(37, 12) -> 0
(38, 17) -> 0
(39, 4) -> 0
(40, 12) -> 0
(41, 7) -> 0
(42, 20) -> 0
(43, 12) -> 0
(44, 8) -> 0
(45, 19) -> 0
(46, 1) -> 0
(47, 12) -> 0
(48, 17) -> 0
(49, 14) -> 0
(50, 5) -> 1
(51, 17) -> 0
(52, 15) -> 0
(53, 9) -> 0
(54, 18) -> 0
(55, 5) -> 0
(56, 4) -> 0
(57, 18) -> 0
(58, 12) -> 0
(59, 15) -> 0
(60, 2) -> 0
(61, 20) -> 0
(62, 21) -> 1
(63, 21) -> 0
(64, 4) -> 0
(65, 7) -> 0
(66, 21) -> 1
(67, 14) -> 0
(68, 21) -> 1
(69, 8) -> 0
(70, 2) -> 0
(71, 16) -> 0
(72, 20) -> 0
(73, 20) -> 0
(74, 19) -> 0
(75, 18) -> 1
(76, 10) -> 0
(77, 19) -> 0
(78, 8) -> 0
(79, 16) -> 0
(80, 1) -> 0
(81, 22) -> 0
(82, 10) -> 0
(83, 1) -> 0
(84, 18) -> 0
(85, 21) -> 0
(86, 11) -> 0
(87, 2) -> 0
(88, 10) -> 0
(89, 20) -> 0
(90, 10) -> 0
(91, 6) -> 0
(92, 10) -> 0
(93, 4) -> 0
(94, 5) -> 0
(95, 2) -> 0
(96, 22) -> 0
(97, 6) -> 0
(98, 15) -> 0
(99, 14) -> 0
(100, 14) -> 0
(101, 9) -> 0
(102, 14) -> 0
(103, 12) -> 0
(104, 15) -> 0
(105, 3) -> 0
(106, 19) -> 0
(107, 8) -> 0
(108, 1) -> 0
(109, 1) -> 0
(110, 22) -> 0
(111, 15) -> 0
(112, 17) -> 0
(113, 9) -> 0
(114, 4) -> 0
(115, 8) -> 1
(116, 5) -> 0
(117, 5) -> 0
(118, 4) -> 1
(119, 11) -> 0
(120, 17) -> 0
(121, 4) -> 0
(122, 22) -> 0
(123, 2) -> 0
(124, 2) -> 0
(125, 19) -> 0
(126, 13) -> 1
(127, 18) -> 1
(128, 7) -> 0
(129, 9) -> 1
(130, 17) -> 0
(131, 4) -> 0
(132, 2) -> 0
(133, 7) -> 0
(134, 3) -> 0
(135, 11) -> 0
(136, 8) -> 1
(137, 6) -> 0
(138, 12) -> 0
(139, 14) -> 0
(140, 16) -> 0
(141, 12) -> 0
(142, 15) -> 1
(143, 3) -> 0
(144, 13) -> 0
(145, 22) -> 0
(146, 11) -> 0
(147, 5) -> 0
(148, 17) -> 0
(149, 6) -> 0
(150, 8) -> 0
(151, 9) -> 0
(152, 20) -> 0
(153, 7) -> 0
(154, 3) -> 0
(155, 7) -> 0
(156, 19) -> 0
(157, 13) -> 0
(158, 21) -> 0
(159, 1) -> 0
(160, 15) -> 0
(161, 10) -> 0
(162, 1) -> 0
(163, 10) -> 0
(164, 21) -> 1
(165, 1) -> 0
(166, 6) -> 1
(167, 13) -> 0
(168, 18) -> 0
(169, 3) -> 0
(170, 10) -> 0
(171, 19) -> 0
(172, 8) -> 0
(173, 1) -> 0
(174, 1) -> 0
(175, 13) -> 1
(176, 9) -> 0
(177, 1) -> 0
(178, 11) -> 0
(179, 6) -> 0
(180, 9) -> 1
(181, 16) -> 0
(182, 15) -> 0
(183, 21) -> 0
(184, 22) -> 0
(185, 19) -> 0
(186, 16) -> 0
(187, 8) -> 0
(188, 19) -> 0
(189, 13) -> 0
(190, 8) -> 0
(191, 12) -> 0
(192, 15) -> 1
(193, 16) -> 1
(194, 17) -> 0
(195, 13) -> 1
(196, 11) -> 0
(197, 7) -> 0
(198, 1) -> 0
(199, 21) -> 0
(200, 3) -> 0
(201, 17) -> 0
(202, 22) -> 0
(203, 20) -> 0
(204, 6) -> 0
(205, 7) -> 0
(206, 14) -> 0
(207, 6) -> 0
(208, 12) -> 0
(209, 19) -> 0
(210, 14) -> 0
(211, 1) -> 0
(212, 8) -> 0
(213, 22) -> 0
(214, 16) -> 0
(215, 8) -> 0
(216, 1) -> 0
(217, 14) -> 0
(218, 13) -> 0
(219, 9) -> 0
(220, 22) -> 0
(221, 14) -> 0
(222, 13) -> 0
(223, 12) -> 0
(224, 14) -> 0
(225, 22) -> 0
(226, 15) -> 0
(227, 10) -> 0
(228, 21) -> 1
(229, 21) -> 1
(230, 6) -> 0
(231, 20) -> 0
(232, 10) -> 0
(233, 12) -> 0
(234, 5) -> 0
(235, 5) -> 0
(236, 21) -> 1
(237, 16) -> 1
(238, 7) -> 0
(239, 10) -> 0
(240, 17) -> 0
(241, 3) -> 0
(242, 20) -> 0
(243, 9) -> 0
(244, 3) -> 0
(245, 2) -> 0
(246, 5) -> 0
(247, 18) -> 0
(248, 10) -> 0
(249, 17) -> 0
(250, 10) -> 0
(251, 19) -> 0
(252, 6) -> 0
(253, 19) -> 0
(254, 2) -> 0
(255, 14) -> 0
(256, 5) -> 1
(257, 4) -> 0
(258, 3) -> 0
(259, 12) -> 0
(260, 11) -> 0
(261, 3) -> 0
(262, 5) -> 0
(263, 13) -> 1
(264, 15) -> 1
(265, 6) -> 0
(266, 11) -> 0
(267, 16) -> 0
(268, 9) -> 0
(269, 4) -> 0
(270, 18) -> 0
(271, 2) -> 0
(272, 4) -> 0
(273, 6) -> 0
(274, 14) -> 0
(275, 18) -> 0
(276, 19) -> 0
(277, 9) -> 0
(278, 19) -> 0
(279, 9) -> 0
(280, 16) -> 1
(281, 18) -> 0
(282, 16) -> 1
(283, 14) -> 0
(284, 17) -> 0
(285, 12) -> 0
(286, 11) -> 0
(287, 2) -> 0
(288, 8) -> 1
(289, 15) -> 0
(290, 15) -> 0
(291, 9) -> 0
(292, 4) -> 0
(293, 20) -> 0
(294, 14) -> 0
(295, 19) -> 0
(296, 18) -> 0
(297, 12) -> 0
(298, 18) -> 0
(299, 7) -> 0
(300, 4) -> 0
(301, 15) -> 0
(302, 16) -> 0
(303, 3) -> 0
(304, 22) -> 0
(305, 6) -> 0
(306, 8) -> 0
(307, 8) -> 0
(308, 18) -> 1
(309, 21) -> 0
(310, 7) -> 0
(311, 9) -> 1
(312, 7) -> 0
(313, 15) -> 0
(314, 22) -> 0
(315, 16) -> 1
(316, 4) -> 0
(317, 7) -> 0
(318, 17) -> 0
(319, 22) -> 0
(320, 20) -> 0
(321, 5) -> 0
(322, 20) -> 0
(323, 21) -> 1
(324, 13) -> 0
(325, 2) -> 0
(326, 13) -> 0
(327, 10) -> 0
(328, 17) -> 0
(329, 6) -> 0
(330, 20) -> 0
(331, 5) -> 0
(332, 11) -> 0
(333, 9) -> 0
(334, 5) -> 0
(335, 1) -> 0
(336, 18) -> 0
(337, 5) -> 1
(338, 11) -> 0
(339, 6) -> 0
(340, 2) -> 0
(341, 10) -> 0
(342, 11) -> 0
(343, 3) -> 0
(344, 16) -> 0
(345, 2) -> 0
(346, 18) -> 0
(347, 20) -> 0
(348, 9) -> 0
(349, 20) -> 0
(350, 4) -> 0
(351, 4) -> 0
total cost: 36

real	3m29.697s
user	3m28.446s
sys	0m0.064s

