6,8,2
16,13,19
15,19,4
21,6,9
5,6,10
7,4,16
14,1,12
3,1,2
3,21,9
5,6,10
9,19,12
10,11,8
4,6,21
10,1,13
22,4,14
1,5,2
16,4,22
3,15,6
17,10,4
11,17,9
2,17,3
2,22,19
12,20,3
13,2,22
20,8,11
2,6,20
20,3,21
7,6,19
16,21,22
10,5,20
10,16,9
12,5,10
11,6,8
11,4,1
7,9,8
22,3,5
10,21,17
9,22,12
18,9,3
3,4,16
4,10,12
21,13,22
19,14,7
4,5,10
11,6,13
22,16,21
6,8,11
16,18,22
22,7,4
22,15,2
3,5,2
14,16,4
5,17,10
18,4,7
18,21,19
14,16,12
2,17,14
18,2,16
9,21,2
21,2,17
9,3,20
18,1,3
18,22,8
5,10,2
21,17,14
15,5,19
15,16,2
16,10,19
10,9,19
19,6,21
12,7,3
19,14,8
11,22,19
4,7,17
22,19,12
21,22,2
13,6,4
2,8,21
19,9,12
12,13,8
17,3,21
4,18,2
20,16,21
6,3,21
15,9,17
14,19,6
22,4,15
3,22,10
2,16,12
4,10,12
1,19,17
13,18,17
2,7,3
19,9,11
19,4,11
15,20,22
21,8,11
16,3,2
14,12,10
3,11,5
22,11,6
10,20,9
14,11,1
21,17,22
19,17,9
15,13,9
17,14,11
21,1,15
19,7,2
16,22,17
15,8,18
3,11,14
9,7,8
3,17,1
6,21,7
14,22,10
5,12,14
5,20,11
3,12,20
8,21,12
15,8,14
2,10,12
13,21,2
2,5,17
12,6,5
7,17,15
1,10,4
1,5,18
8,13,7
22,18,16
13,21,14
20,19,11
10,1,4
16,10,9
2,22,20
8,22,2
18,8,14
22,8,21
12,18,13
11,9,16
11,17,4
4,1,5
14,4,9
4,3,11
17,2,7
11,9,5
5,3,21
3,16,10
22,17,12
22,17,16
16,1,18
22,12,5
2,6,12
6,10,2
12,5,2
13,6,8
22,17,21
2,19,22
18,10,3
14,16,18
15,3,5
7,14,1
21,8,20
6,4,20
16,19,4
21,14,5
9,6,22
16,22,20
15,17,22
2,10,15
4,1,22
21,11,8
12,11,18
12,22,21
6,10,1
5,4,8
6,21,8
1,6,5
9,19,14
5,11,13
21,4,2
7,14,12
7,15,1
10,2,7
14,16,21
18,1,20
19,14,8
7,22,4
1,17,12
18,10,12
17,11,4
11,6,15
16,8,12
6,18,21
20,15,10
18,21,20
11,4,14
5,10,15
15,22,6
4,12,11
18,15,4
7,21,3
12,9,13
22,3,9
4,1,20
5,13,1
16,14,10
10,18,22
21,7,15
3,6,10
8,22,1
17,16,13
15,16,22
7,5,13
5,3,19
16,10,1
14,5,4
3,18,4
16,2,13
12,16,8
5,7,3
21,17,4
4,6,7
17,21,9
14,13,20
20,12,9
10,3,8
18,14,21
12,13,20
12,1,19
5,10,8
9,12,22
22,12,1
7,17,18
12,20,21
21,14,3
18,15,11
5,6,20
2,19,21
15,12,8
7,10,9
14,22,21
5,11,10
21,17,2
10,20,22
14,4,9
8,10,18
3,16,21
8,6,20
21,8,3
15,8,4
6,3,10
10,7,15
18,13,1
14,2,9
3,4,16
12,9,10
19,8,17
17,2,16
2,22,6
22,13,14
7,10,22
17,3,22
5,18,21
12,8,19
18,13,5
20,11,8
9,4,13
5,19,4
1,9,20
18,2,12
4,21,12
4,3,12
13,11,9
19,2,10
12,21,13
20,7,11
10,18,14
18,3,8
18,22,15
18,17,1
10,9,15
14,13,9
14,7,12
19,12,3
7,19,11
10,16,2
19,21,10
18,10,4
11,12,16
1,9,13
18,12,19
12,3,1
3,11,2
9,18,11
7,15,18
22,7,4
4,16,22
13,18,12
10,4,19
14,8,22
21,1,15
19,1,6
6,22,7
21,7,10
12,14,18
14,13,4
4,19,18
14,6,10
14,1,7
2,11,5
14,16,15
2,20,10
13,5,9
10,9,2
4,1,9
22,15,9
14,15,17
9,4,22
5,3,9
1,15,17
4,2,17
20,1,10
19,2,5
12,5,17
4,16,13
4,8,18
8,12,10
12,17,3
12,20,11
5,12,21
14,18,2
14,2,1
22,16,18
16,14,20
11,3,2
19,21,17
17,12,2
4,9,16
11,3,22
4,9,7
19,2,22
5,13,15
17,22,16
4,12,8
3,4,20
5,19,18
2,8,15
11,5,8
2,11,22
