8,22,16
11,2,12
6,15,3
3,22,2
8,21,6
22,20,19
10,15,21
21,3,20
19,22,12
18,15,1
9,11,19
2,9,11
22,14,3
7,20,19
18,1,19
22,7,1
18,7,2
6,17,21
12,4,15
16,7,1
19,22,20
20,8,7
2,18,20
16,8,12
10,7,1
17,9,16
10,20,8
3,15,19
22,14,2
19,20,21
12,9,10
2,15,3
22,19,1
9,4,20
11,2,8
14,1,11
13,8,16
8,1,15
17,12,14
22,15,20
1,16,10
3,8,5
19,3,15
7,19,4
18,16,14
4,1,8
19,6,13
19,13,10
2,8,22
19,7,2
21,4,1
19,20,22
16,19,9
16,2,4
1,17,5
13,18,16
20,14,7
22,8,1
19,12,17
4,11,5
9,4,13
8,11,14
19,17,22
9,7,8
4,22,19
6,7,16
5,1,19
13,20,17
17,19,5
19,7,6
18,5,19
4,13,16
10,15,12
12,2,16
4,16,17
15,9,10
12,8,1
11,5,8
3,21,20
16,6,10
17,3,1
12,19,22
1,13,15
12,18,17
8,10,4
2,19,13
7,22,18
16,19,9
3,5,8
11,22,10
15,3,16
11,2,20
14,15,1
7,4,6
18,22,4
2,1,18
21,11,5
16,20,1
4,1,18
20,6,1
17,7,14
8,11,19
6,7,10
7,10,17
9,8,16
9,7,6
13,16,9
15,1,10
3,21,13
18,2,12
13,6,8
21,5,20
22,8,2
1,17,19
10,4,8
2,14,15
17,10,9
11,1,19
1,7,18
11,18,4
6,7,19
8,3,20
17,19,13
13,5,20
7,21,16
22,21,11
8,1,12
12,22,7
17,8,10
3,2,18
7,5,18
10,5,9
2,4,15
22,19,4
3,13,14
15,2,20
16,15,8
12,19,22
6,16,17
2,15,5
21,5,22
7,6,5
10,7,14
18,4,1
19,16,22
17,21,14
1,16,19
1,4,22
10,8,9
8,9,21
19,21,22
11,7,20
18,17,22
5,15,12
3,17,12
2,22,17
10,16,13
5,17,20
19,21,12
18,16,19
4,14,8
3,14,8
16,17,4
9,3,8
22,16,7
16,14,7
19,4,18
19,10,1
8,12,19
22,19,3
9,16,15
21,22,15
13,22,4
6,20,7
15,22,17
22,18,19
16,7,11
12,2,21
17,11,7
11,6,22
17,1,11
22,1,7
12,7,6
10,7,13
13,20,12
22,7,9
4,13,7
7,18,2
8,19,21
13,10,20
18,2,14
8,19,13
4,16,6
3,19,4
17,19,8
2,15,7
18,14,13
12,5,4
18,11,14
7,11,4
18,12,8
1,5,7
19,16,22
19,13,16
4,20,19
8,9,13
20,13,15
21,18,19
12,7,1
9,8,20
18,11,16
10,15,8
3,6,10
5,19,2
8,19,20
11,21,10
5,14,9
15,6,3
22,8,16
6,16,2
14,11,12
9,21,3
22,4,20
4,19,12
1,7,20
2,8,16
17,15,22
18,1,17
19,20,18
10,21,9
20,17,8
9,15,17
9,16,5
8,10,4
2,9,19
17,7,11
1,22,9
10,20,4
10,13,14
4,6,22
16,9,13
1,18,21
11,20,7
13,6,15
17,14,8
4,19,15
21,12,1
14,18,15
22,19,10
14,7,20
6,17,12
17,19,16
18,6,3
20,4,18
1,15,14
18,11,19
4,2,5
1,16,22
6,20,2
15,12,17
18,16,6
5,1,19
9,13,11
22,17,12
8,20,1
4,14,20
12,11,4
6,4,7
22,5,11
3,20,21
7,14,4
6,8,21
6,9,17
20,22,9
4,9,1
3,12,8
22,20,19
5,22,3
5,18,1
4,8,20
7,2,19
21,13,4
7,14,4
3,17,7
12,4,8
4,20,9
4,10,11
15,9,8
18,7,1
11,21,8
3,21,11
19,4,2
3,4,21
5,6,18
15,13,5
22,1,20
4,14,8
4,12,22
4,9,7
7,19,20
6,18,12
9,21,4
1,21,4
22,20,14
4,3,16
11,16,20
16,8,7
16,17,20
8,14,1
16,20,3
7,4,13
10,13,18
19,6,10
2,9,7
1,8,21
15,20,7
5,6,22
5,13,21
20,2,15
6,8,9
20,4,9
17,7,19
10,22,6
15,14,7
21,20,6
13,4,11
19,13,17
8,4,6
4,18,19
16,15,20
6,22,21
10,15,8
9,10,4
8,18,1
9,5,22
22,19,16
6,17,13
22,15,21
20,16,14
19,4,5
17,18,21
13,20,16
9,1,13
19,16,14
4,15,1
13,8,1
13,18,16
18,12,15
4,14,15
1,20,19
