8,19,9
17,10,15
20,6,15
6,5,2
15,21,10
9,18,16
19,3,10
2,10,9
5,7,6
2,22,21
10,12,11
18,1,4
15,9,18
18,3,5
19,4,17
21,19,11
20,19,8
8,13,17
3,21,20
19,6,13
6,4,5
7,2,5
10,14,11
19,4,5
6,8,13
13,12,9
19,22,15
2,20,15
10,4,9
13,10,20
12,11,1
8,6,18
8,19,18
7,14,15
6,16,20
9,1,18
11,15,19
19,1,9
6,10,19
15,17,7
17,6,22
16,22,4
18,14,20
6,7,17
9,10,8
22,5,10
18,11,14
3,21,22
20,19,5
14,6,13
17,15,5
9,13,10
9,5,14
4,8,20
5,2,22
4,5,20
11,22,16
18,7,12
13,11,5
11,8,4
2,17,16
7,8,15
18,7,19
18,12,20
18,10,8
22,20,9
15,17,6
8,4,15
19,21,5
16,9,4
15,10,19
2,22,7
8,7,19
18,7,20
5,2,1
8,4,16
3,4,22
22,13,19
21,12,22
7,10,4
19,7,18
22,4,1
6,12,17
12,8,11
17,15,7
16,3,19
7,4,20
7,6,8
19,20,15
14,2,10
1,19,18
6,12,14
3,20,19
13,10,18
19,2,7
15,12,9
1,17,4
13,6,8
22,11,7
6,21,3
9,17,2
11,19,17
8,21,16
12,16,18
10,3,21
16,20,7
19,15,13
9,6,7
17,21,14
6,2,22
20,13,21
20,15,2
4,12,16
8,19,5
3,12,11
2,20,22
13,5,18
20,18,2
12,20,4
3,5,14
13,22,3
8,5,13
14,21,17
14,13,20
3,10,4
12,3,18
17,3,4
22,13,20
5,14,3
13,17,8
22,2,11
7,1,18
16,18,13
21,12,15
1,9,13
19,21,13
13,8,15
22,2,5
4,17,21
7,4,21
10,20,17
5,14,19
13,5,14
18,2,17
11,12,14
1,13,10
17,16,12
1,6,5
19,17,5
5,4,13
5,6,15
3,11,13
1,13,5
12,15,8
11,14,10
7,21,19
1,4,13
10,6,18
16,4,18
21,8,22
11,8,1
4,10,6
12,6,13
15,5,21
6,11,7
6,14,13
20,17,4
8,22,2
1,15,5
7,11,2
6,15,1
18,13,8
5,17,2
15,22,6
4,3,16
1,17,5
6,11,16
1,2,14
19,17,12
20,21,7
6,13,1
15,5,8
15,9,18
19,4,5
17,14,4
1,6,4
10,21,20
16,5,13
2,18,19
12,15,13
4,9,13
8,13,1
11,4,1
3,5,9
1,8,19
22,11,7
2,13,12
19,21,5
21,3,15
16,22,7
15,12,2
16,7,9
21,2,14
16,13,1
8,21,3
11,5,19
4,14,11
7,8,17
12,19,14
14,19,9
8,4,14
20,2,9
15,12,10
8,12,18
2,6,17
17,3,4
13,11,15
7,3,15
6,10,14
19,15,5
16,14,21
5,13,22
20,4,11
6,2,3
5,18,12
15,2,7
3,10,7
3,18,14
13,11,1
14,10,15
18,6,7
7,5,4
3,10,17
8,2,10
9,10,6
8,20,7
5,10,17
19,18,1
17,5,10
11,15,5
20,10,2
2,15,7
2,16,6
15,1,2
21,18,8
12,16,13
12,1,18
22,5,10
20,9,12
2,1,7
17,6,1
13,6,5
7,20,12
10,15,20
3,21,13
16,6,18
17,9,19
11,8,7
8,21,10
21,20,13
3,20,11
13,10,11
22,3,15
17,2,12
13,17,21
12,2,21
3,20,15
16,11,20
8,20,3
17,12,16
9,22,20
9,19,21
6,16,13
17,8,9
4,11,5
16,19,9
20,8,6
3,10,11
4,14,18
16,21,19
3,22,9
13,15,22
12,20,21
2,17,20
5,22,13
8,15,1
7,15,14
20,21,4
13,19,2
1,17,9
6,8,1
17,19,10
14,13,18
14,22,7
17,20,4
10,17,19
1,7,2
18,8,2
20,10,9
9,1,11
8,15,20
1,6,2
9,4,12
22,14,3
22,15,2
14,5,20
17,12,21
5,1,20
16,17,14
15,19,14
22,19,5
21,11,17
6,20,17
15,22,19
12,13,8
9,2,12
21,5,10
14,11,21
4,20,17
6,4,5
16,10,3
17,4,12
8,5,13
1,22,12
19,20,11
9,17,19
7,1,14
12,19,9
1,6,22
11,14,12
4,5,11
21,12,3
15,8,11
5,20,18
15,20,9
9,14,3
16,8,15
12,13,6
10,15,14
4,22,10
14,13,1
12,9,2
14,17,18
17,1,4
14,19,9
7,13,12
20,22,5
6,21,17
15,9,8
4,15,6
