17,10,12
15,21,2
19,22,14
8,10,13
8,21,15
16,4,17
14,6,17
15,21,12
4,20,12
12,8,4
6,3,15
14,9,21
6,8,22
20,8,21
20,4,8
4,12,14
17,18,19
8,10,14
5,14,20
15,10,13
8,4,11
11,15,21
8,15,9
17,3,9
19,11,22
14,22,20
16,21,11
10,5,6
7,4,10
4,11,8
21,14,15
11,18,2
12,11,21
14,8,21
8,16,13
19,10,4
14,18,6
8,6,3
15,17,10
5,21,4
6,14,9
11,15,20
21,15,5
15,2,3
8,9,13
8,15,13
15,22,17
8,21,13
21,15,3
3,10,15
13,20,12
15,6,20
22,19,20
14,13,8
22,4,8
10,20,5
4,10,1
12,14,22
10,21,4
14,15,9
21,15,11
8,12,7
17,15,1
16,11,19
5,2,9
9,4,20
10,5,21
14,8,4
8,15,17
8,14,11
4,14,20
7,2,4
21,20,8
21,10,1
8,4,22
8,15,6
7,10,19
13,20,16
12,13,6
19,1,13
22,8,15
2,9,22
22,20,14
19,13,4
2,16,13
16,22,17
14,3,17
17,8,22
7,8,4
5,15,8
22,21,13
17,20,9
2,14,19
14,8,22
21,10,19
10,8,14
20,21,6
16,21,15
3,15,22
4,5,15
14,20,9
9,7,16
20,4,14
21,3,7
15,21,9
9,21,22
5,15,12
18,14,15
14,21,4
3,6,13
8,6,11
4,8,17
2,19,21
2,17,8
14,11,17
7,16,3
18,12,15
16,22,20
2,13,22
1,4,15
17,14,1
8,5,14
22,21,4
19,17,5
10,15,8
3,15,21
15,19,17
15,1,11
3,21,9
12,17,8
1,11,20
9,5,22
15,12,21
6,4,15
14,9,4
14,15,8
12,17,11
5,15,4
4,13,14
9,17,8
1,18,4
17,8,5
21,4,15
17,4,7
4,13,19
12,20,19
16,15,6
22,19,3
10,8,22
10,4,15
11,14,17
22,14,2
22,7,19
21,17,14
15,8,21
17,8,21
14,8,9
19,17,18
15,1,8
4,18,22
11,14,22
12,14,16
13,8,17
10,12,11
13,15,19
14,8,6
16,8,17
8,7,3
15,12,20
22,11,4
15,12,2
5,13,12
16,14,12
22,7,16
3,11,21
6,10,20
21,18,14
8,15,13
2,22,3
11,21,15
21,12,19
20,8,9
14,6,1
14,20,15
14,9,8
1,21,4
21,14,10
16,14,19
17,11,4
8,16,17
17,22,7
14,16,18
22,8,12
2,1,17
10,16,14
22,10,21
15,8,19
22,14,10
18,8,6
4,14,21
21,16,20
3,11,22
10,5,11
10,18,15
21,6,4
13,12,8
14,16,15
3,8,15
16,2,18
17,20,6
15,11,21
8,10,7
3,14,15
20,21,22
16,12,22
4,11,15
15,3,19
11,3,16
17,21,9
18,3,1
15,4,8
11,4,14
11,8,20
21,14,11
22,12,8
2,1,16
14,22,4
22,11,16
22,8,4
10,4,19
3,13,4
3,8,21
5,14,6
15,17,18
9,8,3
8,10,16
9,21,19
14,17,9
6,16,12
3,15,12
4,20,3
4,13,17
13,8,15
14,11,22
8,7,19
4,14,21
11,9,19
21,2,9
4,11,3
13,22,10
16,14,5
15,4,21
12,19,21
10,14,21
21,3,19
4,8,13
6,10,20
6,22,9
14,4,8
10,20,21
21,17,8
22,8,1
3,6,4
17,21,15
11,21,12
18,10,12
22,14,21
11,10,19
12,7,14
10,11,21
11,4,9
14,9,15
16,11,17
15,4,8
9,21,15
5,21,19
15,19,3
22,6,14
17,20,12
17,12,4
17,14,3
4,12,19
8,15,16
11,19,8
19,7,14
12,4,5
14,18,8
16,13,7
15,17,10
4,17,19
12,4,18
8,12,4
1,14,8
20,15,8
6,20,15
15,14,13
11,3,14
4,19,21
7,9,12
8,13,14
9,14,17
8,11,20
4,3,12
15,8,7
3,20,6
10,16,12
9,4,2
8,17,9
14,11,4
11,20,21
4,8,16
10,21,14
20,2,21
13,8,3
8,1,7
21,14,3
20,17,14
10,21,7
2,14,15
4,21,3
6,8,21
17,21,18
8,10,7
14,22,2
19,17,4
22,20,5
19,20,3
4,14,6
15,22,21
10,9,21
15,2,11
16,21,4
2,6,20
6,13,4
20,3,12
12,14,18
14,10,21
14,4,19
14,2,15
3,11,21
21,13,17
10,14,18
10,13,6
15,17,19
22,15,11
4,22,8
11,17,15
15,14,9
17,15,19
16,2,14
