16,15,9
9,11,16
15,17,16
3,5,18
7,1,11
21,12,8
5,18,15
9,21,6
14,12,6
8,18,19
6,13,16
18,7,22
2,12,16
19,7,22
18,7,19
4,11,22
3,16,6
9,21,5
11,12,17
4,21,20
9,6,19
16,20,15
22,21,18
4,5,17
20,1,19
22,7,21
4,22,7
19,3,14
20,6,19
6,10,15
6,11,4
13,15,22
19,12,17
5,18,4
22,3,4
2,21,4
1,13,9
17,4,1
10,8,15
15,18,12
17,7,19
21,2,17
22,6,17
19,7,5
9,3,17
5,2,4
20,2,6
5,12,20
11,9,16
19,9,1
18,9,5
6,11,7
6,12,13
2,20,15
9,21,3
13,18,14
13,21,3
20,13,11
10,14,2
3,2,22
16,2,3
9,15,13
5,9,17
18,21,12
18,16,6
9,16,8
22,10,9
5,10,7
21,7,2
12,15,10
19,21,22
6,14,9
4,9,18
15,3,4
13,10,18
12,20,1
2,9,3
9,12,4
19,10,9
9,19,15
14,5,20
5,18,22
1,16,4
5,6,12
21,6,16
14,17,4
8,20,6
17,11,5
21,22,20
7,1,2
16,21,18
19,7,16
21,4,20
19,22,17
17,20,10
1,6,7
7,3,2
21,11,4
16,18,17
4,22,13
1,3,6
5,9,18
6,5,17
21,11,19
1,4,21
21,14,15
3,1,8
17,6,7
4,7,12
6,19,10
13,7,2
11,7,9
5,7,10
20,10,17
21,11,20
15,12,5
13,3,5
14,17,6
14,13,22
12,5,10
5,13,22
2,20,10
20,10,2
21,11,18
18,13,22
9,5,6
10,16,2
9,15,20
18,19,15
6,2,12
7,5,8
20,5,16
11,19,18
16,8,9
5,12,22
19,12,8
17,2,22
20,7,5
9,22,2
4,9,19
10,3,17
3,11,17
4,16,7
11,12,8
20,1,21
3,16,1
15,6,1
17,14,7
22,1,6
11,6,13
20,13,17
3,21,5
15,20,17
2,13,5
1,2,8
7,9,13
21,2,22
17,5,14
14,1,15
10,15,16
16,20,2
9,17,7
13,7,9
4,13,19
19,4,18
1,3,20
2,20,19
16,7,3
13,15,2
14,19,12
13,15,5
15,7,6
16,18,22
13,7,2
9,12,19
6,1,21
4,7,16
18,11,20
21,5,1
9,8,17
18,20,15
22,12,5
8,3,12
3,14,16
22,7,16
20,12,11
9,13,15
8,4,12
1,17,7
12,14,13
8,15,18
17,11,10
11,7,19
12,19,18
16,11,4
15,10,5
1,5,22
20,21,8
22,16,13
6,4,18
22,9,15
1,18,5
3,16,14
2,7,14
10,19,16
7,15,16
7,14,11
15,13,21
9,15,20
9,10,19
3,19,1
21,6,22
1,4,7
17,22,8
6,3,12
3,16,17
12,2,16
2,16,21
19,15,16
11,12,17
7,10,18
4,14,6
20,21,19
13,3,12
16,3,20
10,6,5
8,1,18
10,14,11
16,10,2
21,15,12
4,6,15
8,21,22
20,7,3
6,8,17
15,14,1
7,18,3
5,17,15
17,7,3
2,3,10
5,7,10
11,22,12
1,16,2
14,20,4
9,3,12
4,19,9
4,16,11
7,10,14
20,8,6
12,21,19
17,10,7
3,8,7
5,22,10
4,10,17
16,14,1
13,6,14
22,9,3
10,20,1
21,1,4
9,7,2
19,22,18
17,2,16
8,9,5
19,2,6
17,1,10
12,2,5
2,4,13
22,18,20
8,13,16
1,2,16
21,2,17
3,1,17
1,11,12
20,13,15
8,18,10
2,16,13
10,14,5
14,20,6
9,10,11
15,20,16
9,21,8
13,9,4
6,20,16
16,18,12
6,9,11
3,9,13
8,21,12
1,10,17
11,8,3
12,2,17
16,9,1
21,8,14
19,6,5
16,5,4
20,14,8
4,15,18
3,13,14
14,15,18
3,21,7
19,2,18
21,12,22
17,8,15
14,6,4
9,3,6
12,22,1
12,6,8
1,8,11
22,9,12
7,12,1
15,13,22
20,6,13
14,3,11
21,8,10
22,1,17
8,4,22
5,8,11
5,21,18
4,22,2
7,21,11
18,11,4
20,4,9
15,7,14
21,15,16
20,12,19
19,3,9
21,19,6
2,4,7
18,15,20
8,18,14
5,12,1
22,10,8
16,22,3
8,2,10
3,7,2
18,10,7
3,2,14
13,7,10
19,8,20
6,15,9
16,7,10
22,2,18
5,8,20
2,6,13
16,8,21
6,13,9
1,15,21
2,3,4
2,4,21
9,19,16
2,8,3
15,18,16
