4,16,7
7,16,5
1,4,9
21,20,9
6,8,18
5,7,19
19,4,16
2,1,4
5,4,7
18,13,20
22,11,2
6,19,13
15,20,19
3,21,11
20,2,6
15,14,19
5,14,10
1,17,15
8,14,15
9,22,17
13,4,5
16,17,15
12,14,17
18,14,20
16,10,4
20,6,5
9,20,18
9,15,10
1,19,18
5,15,12
4,5,20
5,11,18
16,13,15
9,10,22
5,12,1
20,12,13
18,17,20
5,6,9
20,2,11
12,15,22
4,1,16
2,18,22
2,8,1
18,22,8
19,17,10
19,17,15
7,20,4
16,9,4
9,8,15
2,21,4
5,13,14
22,1,17
15,12,10
11,13,4
11,3,8
9,22,3
19,2,12
17,13,22
6,1,20
17,1,20
5,15,16
20,16,1
13,22,18
2,5,3
12,10,16
1,21,8
10,14,17
22,12,1
7,11,6
6,15,4
13,17,14
1,17,10
12,5,22
13,9,11
12,13,2
17,16,8
6,4,2
21,14,5
15,2,20
4,7,12
9,16,2
13,20,7
1,21,5
20,22,19
9,8,22
14,20,7
13,17,5
15,20,11
7,19,13
13,11,9
13,9,21
2,11,1
15,20,5
21,19,20
12,1,17
21,3,1
20,21,3
21,15,10
17,2,13
19,4,2
4,9,16
3,20,10
20,19,5
7,20,14
11,2,9
1,17,18
17,10,1
14,9,2
4,7,14
19,17,22
11,22,21
5,13,3
4,5,15
8,15,2
14,4,5
8,20,4
21,2,8
16,15,7
15,21,22
11,7,17
2,3,6
22,16,13
2,21,6
15,7,19
10,9,6
11,2,6
21,17,13
18,16,1
21,15,20
9,2,3
13,19,22
15,1,2
7,5,13
3,8,14
11,6,3
17,19,5
8,17,1
12,11,1
20,11,8
18,8,3
9,19,5
3,16,21
2,21,10
18,17,15
10,2,14
6,17,11
3,15,6
21,10,2
4,9,20
10,20,12
17,7,20
8,20,11
17,5,18
22,7,16
5,3,18
17,21,6
20,2,6
16,21,12
22,6,13
19,15,6
21,16,19
17,13,11
12,20,13
14,18,5
6,8,11
14,9,3
13,15,2
4,17,8
22,16,21
9,21,13
9,14,5
17,2,6
19,11,20
9,5,4
22,1,17
13,17,21
22,15,18
8,1,9
9,8,17
16,4,9
18,10,1
5,21,13
17,7,1
22,2,10
12,20,21
5,4,1
17,19,16
14,19,6
8,4,11
11,9,16
1,22,14
1,7,19
5,11,18
17,16,3
5,18,14
22,21,5
12,6,11
8,20,10
16,7,18
15,21,13
13,12,5
6,10,4
15,18,19
6,9,13
9,18,14
9,7,13
6,4,21
8,4,20
20,15,12
5,1,9
7,16,8
15,12,21
10,22,12
4,5,16
4,7,9
7,16,14
20,8,19
14,7,22
2,22,3
20,6,21
20,6,17
14,13,12
11,13,12
9,4,12
16,7,21
8,18,15
20,8,9
21,22,6
11,8,16
5,9,8
21,3,22
10,14,21
11,19,9
22,3,19
2,4,20
14,1,7
20,5,15
21,16,7
21,22,10
1,13,7
9,7,12
15,14,16
12,14,20
16,6,10
16,10,15
14,4,10
8,17,9
19,5,8
11,22,12
7,12,13
8,13,6
4,14,17
17,15,12
1,14,18
4,5,10
14,7,5
15,19,21
3,7,17
11,15,16
17,20,5
12,9,8
22,21,3
22,20,12
13,20,11
13,18,7
11,5,3
13,16,6
22,12,15
7,12,16
12,6,18
2,10,22
15,14,7
5,12,1
22,21,2
10,1,20
9,13,7
11,12,1
7,12,10
20,15,10
17,15,21
5,1,15
17,22,13
13,12,22
19,22,10
9,8,14
4,10,15
10,16,20
11,9,8
12,20,1
6,14,21
1,2,19
10,21,1
11,20,4
1,13,10
5,21,17
2,20,10
9,16,8
6,14,18
16,4,12
18,1,11
1,6,10
20,10,15
13,12,18
17,18,12
6,17,8
18,8,2
15,1,20
22,5,8
10,8,13
20,5,22
20,19,21
1,8,14
10,12,5
5,16,7
14,2,7
20,14,17
16,21,9
16,6,17
2,8,1
17,4,15
7,21,4
12,6,4
3,20,16
15,22,4
1,4,5
15,3,5
19,12,7
22,3,18
9,12,8
20,4,9
5,10,17
21,14,8
4,3,8
21,15,4
10,9,17
22,14,18
19,9,14
4,10,14
8,18,21
3,5,15
9,17,5
8,9,14
17,13,7
12,11,10
16,8,13
18,5,16
7,12,4
10,22,21
16,1,12
5,16,4
